8,51,Tel-Aviv District,02/04/2021,2.5,1,654
7,19,The Central District,03/04/2021,0.83,2,193
1,54,The Haifa District,05/04/2021,5.55,1,1452
7,19,The Central District,06/04/2021,1.25,2,290
7,36,Judea and Samaria District,06/04/2021,1.88,2,437
8,51,Tel-Aviv District,08/04/2021,2.4,1,628
10,29,The Haifa District,09/04/2021,0.08,1,22
8,51,Tel-Aviv District,09/04/2021,2.67,1,698
6,17,The Haifa District,12/04/2021,3.48,2,808
8,23,Jerusalem District,13/04/2021,7.87,1,2058
8,51,Tel-Aviv District,13/04/2021,7.87,1,2058
5,15,Jerusalem District,14/04/2021,2.3,1,602
9,27,Jerusalem District,15/04/2021,3.67,2,851
7,36,Judea and Samaria District,16/04/2021,8.3,2,1926
3,9,The Haifa District,17/04/2021,4.22,2,978
7,20,Jerusalem District,18/04/2021,1.57,2,363
3,9,The Haifa District,18/04/2021,6.95,2,1612
3,9,The Haifa District,18/04/2021,3.78,2,878
8,23,Jerusalem District,18/04/2021,5.45,1,1426
8,23,Jerusalem District,19/04/2021,4.93,1,1291
8,51,Tel-Aviv District,21/04/2021,7.15,1,1870
8,23,Jerusalem District,21/04/2021,4.93,1,1291
10,30,The Northern District,22/04/2021,0.8,1,209
4,43,The Northern District,22/04/2021,2.23,2,518
4,11,The Northern District,22/04/2021,3.02,2,700
3,9,The Haifa District,24/04/2021,6.9,2,1601
3,47,The Haifa District,24/04/2021,5.17,2,1199
3,9,The Haifa District,25/04/2021,6.22,2,1442
5,39,Jerusalem District,27/04/2021,4.93,1,1291
9,25,The Central District,27/04/2021,0.78,2,182
8,23,Jerusalem District,28/04/2021,7.17,1,1875
7,20,Jerusalem District,28/04/2021,1.65,2,383
1,1,Judea and Samaria District,29/04/2021,4.65,1,1216
3,9,The Haifa District,29/04/2021,0.57,2,131
8,23,Jerusalem District,29/04/2021,2.88,1,754
7,20,Jerusalem District,01/05/2021,3.67,2,851
1,1,Judea and Samaria District,01/05/2021,2.18,1,571
8,55,South District,01/05/2021,2.45,1,641
6,17,The Haifa District,04/05/2021,0.7,2,162
10,40,The Northern District,05/05/2021,7.03,1,1840
2,5,Jerusalem District,05/05/2021,1.25,1,327
1,3,The Haifa District,07/05/2021,0.48,1,126
1,2,The Northern District,10/05/2021,7.42,1,1940
6,18,The Haifa District,10/05/2021,1.03,2,240
1,1,Judea and Samaria District,11/05/2021,4.37,1,1142
1,54,The Haifa District,11/05/2021,4.92,1,1286
1,2,The Northern District,15/05/2021,3.87,1,1012
1,2,The Northern District,18/05/2021,1.28,1,336
5,39,Jerusalem District,18/05/2021,4.7,1,1230
10,29,The Haifa District,19/05/2021,9.47,1,2476
1,2,The Northern District,20/05/2021,3.53,1,924
2,5,Jerusalem District,20/05/2021,3.65,1,955
5,13,The Haifa District,22/05/2021,2.2,1,576
6,18,The Haifa District,23/05/2021,5.88,2,1365
6,18,The Haifa District,24/05/2021,4.93,2,1145
1,2,The Northern District,24/05/2021,7.2,1,1884
1,2,The Northern District,26/05/2021,4.92,1,1286
1,2,The Northern District,27/05/2021,5.6,1,1465
2,6,The Haifa District,27/05/2021,4.42,1,1155
1,2,The Northern District,27/05/2021,5.05,1,1321
6,17,The Haifa District,27/05/2021,8.65,2,2007
5,31,The Haifa District,29/05/2021,5.48,1,1434
6,17,The Haifa District,30/05/2021,4.77,2,1106
6,18,The Haifa District,30/05/2021,2.7,2,626
2,5,Jerusalem District,30/05/2021,3.93,1,1029
6,18,The Haifa District,30/05/2021,5.85,2,1357
2,5,Jerusalem District,30/05/2021,1.32,1,344
3,60,Judea and Samaria District,02/06/2021,6.42,2,1489
10,30,The Northern District,02/06/2021,8.3,1,2171
3,47,The Haifa District,02/06/2021,1.28,2,298
3,7,Jerusalem District,03/06/2021,5.55,2,1288
8,42,The Northern District,05/06/2021,3.77,1,985
7,20,Jerusalem District,06/06/2021,2.08,2,483
9,26,South District,06/06/2021,1.58,2,367
3,47,The Haifa District,07/06/2021,5.15,2,1195
7,21,The Haifa District,07/06/2021,2.48,2,576
8,51,Tel-Aviv District,08/06/2021,9.22,1,2411
3,47,The Haifa District,09/06/2021,2.58,2,599
2,4,The Haifa District,10/06/2021,5.22,1,1365
3,47,The Haifa District,11/06/2021,6.88,2,1597
1,3,The Haifa District,11/06/2021,1.32,1,344
9,26,South District,11/06/2021,1.45,2,336
3,47,The Haifa District,13/06/2021,5.87,2,1361
3,47,The Haifa District,14/06/2021,6.42,2,1489
10,28,The Haifa District,15/06/2021,1.48,1,388
1,3,The Haifa District,16/06/2021,1.38,1,362
9,26,South District,17/06/2021,3.55,2,824
10,40,The Northern District,18/06/2021,2.57,1,671
3,60,Judea and Samaria District,20/06/2021,2.07,2,479
7,20,Jerusalem District,22/06/2021,1.15,2,267
1,2,The Northern District,24/06/2021,1.25,1,327
6,17,The Haifa District,24/06/2021,1.83,2,425
6,18,The Haifa District,26/06/2021,5.75,2,1334
1,54,The Haifa District,27/06/2021,8.72,1,2280
3,60,Judea and Samaria District,27/06/2021,5.87,2,1361
6,16,The Central District,28/06/2021,4.05,2,940
10,29,The Haifa District,28/06/2021,7.9,1,2067
9,27,Jerusalem District,29/06/2021,8.22,2,1906
1,3,The Haifa District,30/06/2021,1.38,1,362
